EventTimeUtc	TxLocale	ImpressionId	AudioName	LexicalForm	DisplayForm
2025-09-01T15:45:14.745Z	en-us	a4c314e6-675b-4ab9-90e4-15a623f98861	b302c0ae-8296-408f-ac5b-2f5dc8edefc8_0.wav	play a snippet of on and on	play a snippet of on and on
2025-09-03T20:53:59.676Z	en-us	ef1e3aa6-cbcb-494d-aa08-dea2dbec553c	2abd10e7-4872-4e4b-9dd4-28073dc5fb4c_0.wav	what is a yellow squash with a green bottom	what is a yellow squash with a green bottom
2025-09-04T13:57:47.767Z	en-us	694bd7d0-883f-4648-afe7-2784a5dfe766	a75e382c-3071-49aa-bd62-c253ed572da4_0.wav	how old is beyoncé today	how old is beyoncé today
2025-09-01T17:30:12.365Z	en-us	f89d50bf-c790-4e5d-8358-65b8e090064f	b86ccbe1-1950-4603-87cc-516fcba93f5d_0.wav	where is bill belichick coaching now	where is bill belichick coaching now
2025-09-02T20:46:38.534Z	en-us	16c0f14a-f617-4d0d-8d72-e9c627578e6d	fb35644d-8be5-4a6e-8970-591f29b30f7f_0.wav	what time is tonight's yankee game	what time is tonight's yankee game
2025-08-31T04:02:36.601Z	en-us	eb299f19-4439-48fc-b16d-711d159d7c11	ac982a9d-e1b4-4f02-ba32-6c8344637761_0.wav	what time does wendy's close	what time does wendy's close
2025-08-31T17:21:35.183Z	en-us	ad08c4b3-1cd3-44b7-a222-fdf91988c42f	8551db29-33fb-415e-ae34-5c9b95702fbe_0.wav	what's the line on the notre dame miami game tonight	what's the line on the notre dame miami game tonight
2025-09-05T01:41:05.273Z	en-us	92d364c6-f423-4f7a-8237-ee9b0737d5df	097e4641-c54b-4bab-8d1b-57accf7d5d66_0.wav	is white flour a complex carbohydrate	is white flour a complex carbohydrate
2025-09-05T02:49:52.269Z	en-us	96616d1c-4422-47a6-bd05-fff5b70b5ed3	b9f8f9f7-663c-4afc-b31b-2d1d795c75c9_0.wav	are there almonds in peach seeds	are there almonds in peach seeds
2025-09-02T18:53:21.86Z	en-us	ecff436a-15cb-4159-89db-04ce4ecf2b56	894f23a8-88d0-456c-91dc-2b3fb896e1ce_0.wav	trump 's latest popularity poll	trump's latest popularity poll
2025-09-01T01:54:31Z	en-us	bc1ffb64-1557-45ff-9b5d-e1deb5a33dff	0d01e035-0be5-416d-99bb-6bc8f5a50f6f_0.wav	how much is carson beck being paid to play at university of miami	how much is carson beck being paid to play at university of miami
2025-09-01T23:57:29.281Z	en-us	77798a94-0021-4bea-b101-886d41ac9c59	f42f5f8e-f585-4678-b3eb-2e698f46ddd1_0.wav	when do i start playing as the guy in assassin's creed shadows	when do i start playing as the guy in assassin's creed shadows
2025-09-02T01:51:53.871Z	en-us	9c0df613-f885-4821-8750-b15dacc54798	7fcdb97e-374e-47db-87a9-a5be7778adce_0.wav	a simple no bake cookie recipe	a simple no bake cookie recipe
2025-09-03T00:18:17.164Z	en-us	6b26dc6e-4387-45a2-8f69-2565b79a9ee8	c054d1ea-1188-4f3f-b173-f7550baac136_0.wav	what's the difference between tax withholding from michigan compared to california	what's the difference between tax withholding from michigan compared to california
2025-09-02T18:36:28.456Z	en-us	e6daa8a4-d8e2-4d4f-bd18-dcfe5a497c00	25221bc1-4e7e-4c19-b295-a39ded915148_0.wav	how to unlock pasadena door in terminator	how to unlock pasadena door in terminator
2025-09-03T09:50:23.556Z	en-us	6d419961-a9b4-459a-aeac-cb02386e35fd	b856aa3d-10d1-43aa-9a54-3642d7c011d5_0.wav	will it be windy in moreno valley tonight	will it be windy in moreno valley tonight
2025-09-03T11:06:42.37Z	en-us	2ccec086-0a82-4c13-8c21-0015064d3bf3	ae390aa8-494d-46a6-ae4a-cab1b0ae2c23_0.wav	corruption in orange county police department	corruption in orange county police department
2025-09-02T15:25:44.02Z	en-us	201f726e-5c15-4f22-9a3d-fc8b02df8bb5	72f4b65b-c221-45c6-94e5-5874307f0f70_0.wav	do you wash salmon before cooking	do you wash salmon before cooking
2025-09-02T16:20:41.571Z	en-us	9095bb0b-5163-4ae1-a7fb-0adc0ff8ccd3	3bf82ee2-23db-419a-b0ba-d40bb74d95ec_0.wav	are there any open source plugins or instruments that recreates the sound of the commodore sixty four	are there any open source plugins or instruments that recreates the sound of the commodore 64
2025-09-01T14:21:39.261Z	en-us	2682945f-b1eb-48c8-ae2b-25bb6f0af902	e52bb6ad-526a-4e3a-b88a-e49a8a91a9f8_0.wav	does putin have any children	does putin have any children
2025-08-31T18:43:25.122Z	en-us	714041bc-cc50-4b86-b5be-4cd039ef91b1	86c8f247-9b8a-4e65-8f69-220984881531_0.wav	can you find me directions	can you find me directions
2025-09-03T01:05:25.626Z	en-us	5090e751-ab66-475e-8373-be24123c5029	e6cd3b00-0c3a-4ffc-85ca-9869b2f5c3d2_0.wav	what was sid vicious 's real name	what was sid vicious's real name
2025-09-02T16:12:11.217Z	en-us	e6399eb6-0526-4687-95b4-b260167b49d9	402ebaca-808a-4f11-a3ed-73a3414b28cb_0.wav	what city has the highest gas prices today	what city has the highest gas prices today
2025-09-03T23:14:41.171Z	en-us	bfc397f0-a2d1-462c-870a-93df620acccf	a60e0a2b-f72b-40cd-b663-f2675e98dc51_0.wav	how long does it take fresh green lemon beans to cook	how long does it take fresh green lemon beans to cook
2025-09-05T21:33:25.178Z	en-us	88be823c-6757-4f2a-b0ad-e1d07735ca15	54e22ab9-d991-429e-b227-13eda0168d62_0.wav	one fourth cup in tablespoons	1/4 cup in tablespoons
2025-09-05T15:29:57.072Z	en-us	cbb769e0-9e01-48c9-94b6-10d95ed2d81a	07a8f019-3b64-42da-886a-6f1060222d31_0.wav	how do you spell biannually	how do you spell biannually
2025-09-03T23:56:08.484Z	en-us	da1b1d06-599d-46f9-8a5a-27925861fa51	333184f8-c762-4d61-879c-34a96939a12a_0.wav	phone number for downtown LA honda	phone number for downtown LA honda
2025-09-04T14:45:50.433Z	en-us	167d352a-99b1-4580-a88a-4877793333ac	77813320-c94d-4381-b8c4-d5dd600ef3cb_0.wav	should you lay protective weed covering on your yard before or after you plant your plants	should you lay protective weed covering on your yard before or after you plant your plants
2025-09-04T19:35:48.191Z	en-us	4129a9c1-5f45-4668-a63c-dd645fb51b18	e3802480-41c4-47cc-8909-b60ae421a41d_0.wav	how many miles from maryland heights to dexter missouri	how many miles from maryland heights to dexter MO
2025-09-04T15:02:18.563Z	en-us	d773ef8d-2102-4edb-a717-1eab8e513ffb	7252a751-5e72-43e0-b61e-1e3ee7fa19da_0.wav	can you use oven cleaner to clean out a DPF	can you use oven cleaner to clean out a DPF
2025-09-03T19:28:06.318Z	en-us	dc0d73f4-e6cd-4a1f-b6d3-f2e94f358173	7f93aeb3-e69f-4a8b-9c97-c2870707c48c_0.wav	buy ohio lottery tickets online	buy ohio lottery tickets online
2025-08-31T16:33:01.585Z	en-us	f3a5b338-6e8a-4d6d-b838-63df263d5b83	76be2e02-e09d-4063-aa9a-15e19646d2d1_0.wav	do you have to pay for parking at stan hewitt	do you have to pay for parking at stan hewitt
2025-09-04T01:59:03.99Z	en-us	cc87079f-37a0-4ffc-9cae-1d7abcb4dc2c	4cc35d1e-fde9-420c-8cbd-6596a5ffc68a_0.wav	what is indonesia 's murder rate	what is indonesia's murder rate
2025-08-31T16:01:29.834Z	en-us	a9be5439-6d49-4a18-8c97-5797872cfb80	0da912ba-c373-4024-982a-764551e74566_0.wav	what is the black rock all over penguinz lake in utah	what is the black rock all over penguinz lake in utah
2025-09-05T02:01:10.309Z	en-us	0323c3ed-e8e0-4ed7-a624-5d41ef778b7c	652d68f6-b0db-4b70-a565-9d523ff3cfdf_0.wav	what is the humidity right now in kansas city missouri	what is the humidity right now in kansas city MO
2025-09-02T00:47:37.247Z	en-us	bf0c87ca-18c2-4f4a-8637-d8ce7a0bc615	93148e9d-f540-4b1e-8f03-e10ed81578b3_0.wav	propane gas cylinder adapter from sixteen point four ounce to five pound bottle	propane gas cylinder adapter from 16.4 oz to 5 lb bottle
2025-09-05T15:19:11.656Z	en-us	06f1cea7-4e3f-481b-a31a-0b4b2a296c73	8f6efb72-f761-4253-bc34-7d1a4156bf07_0.wav	what are my multimeter settings to set do a two forty volt check	what are my multimeter settings to set do a 240 volt check
2025-09-05T17:01:45.074Z	en-us	fd7e095b-9aaa-4a56-bc39-8000b5cc3b3b	5d52ee1f-6b6f-4b81-ad85-c71e3546abfa_0.wav	name a club at a high school student might belong to	name a club at a high school student might belong to
2025-09-03T00:07:21.358Z	en-us	726fc2d2-9b05-4d9d-8cf5-b814fe91e30f	5235b064-e28a-421c-835a-d3f5d191f058_0.wav	how did henry the seventh get the english throne	how did henry the 7th get the english throne
2025-09-03T11:30:45.319Z	en-us	8668fdb1-8942-4033-acac-e2a22ab84efb	3af3c7fa-4067-4503-bdf1-e8b6c2b59026_0.wav	can you plant beets in the kansas city area in september	can you plant beets in the kansas city area in september
2025-09-04T00:06:32.101Z	en-us	3fcb812a-d07b-4d7c-b263-c5d02a53a310	0ad93721-76e0-4cc9-b80c-f59121b36a79_0.wav	i was gonna pump on the brakes	i was gonna pump on the brakes
2025-09-05T15:56:41.093Z	en-us	712184a5-a643-4a8b-9125-f58136dbd43a	08b46e86-7f1e-466b-bdcc-28167e1d7786_0.wav	crossword answer member of the syncopated ladies	crossword answer member of the syncopated ladies
2025-08-31T19:30:38.628Z	en-us	ba321fd1-ce88-48a2-8cfb-100baffe8150	82bfeb19-1cce-4c0e-8a75-cf3acb8edbf0_0.wav	is there rain in the short order for carefree arizona	is there rain in the short order for carefree AZ
2025-09-05T21:00:25.846Z	en-us	d07d8564-17a7-4c50-b2ee-dd601f392a4f	58ece94f-6d7a-4eb6-bc1d-f6058fdf85ff_0.wav	when are the reno balloon races	when are the reno balloon races
2025-09-02T16:34:03.278Z	en-us	826f368a-2317-4bf8-8186-0070fc106426	c735cdea-c0b9-4f34-9f5b-d004ce6e8e44_0.wav	twenty point seven fifteen centimeters in inches	20.715 centimeters in inches
2025-09-05T18:33:25.408Z	en-us	63329649-351f-4811-af29-a6f4715621d2	7626d385-a3a2-4bdb-8938-e28c9d8167a8_0.wav	cheapest towing in chester pennsylvania	cheapest towing in chester PA
2025-08-31T15:01:11.108Z	en-us	9dbb4a61-701f-42da-9500-0526d98a6dd7	96366a4b-2b7f-4361-a2ab-1a7867d4f171_0.wav	in five hundred words give me an overview of simone bolivar 's life	in 500 words give me an overview of simone bolivar's life
2025-09-01T18:11:52.877Z	en-us	babed87c-3f47-4b98-bc08-c429daa70216	7eb3c97d-98a7-42e5-8816-831a933601f6_0.wav	classify plasmid on the basis of function	classify plasmid on the basis of function
2025-09-01T11:44:59.317Z	en-us	118d4ef4-fefa-46fc-a755-416f1a2397dd	1962876f-f4d0-4010-806d-0aecebc0f79e_0.wav	what time is sunset in venice florida	what time is sunset in venice FL
2025-08-31T23:57:22.494Z	en-us	40e67cbd-bdd1-4124-abab-5c4bbab3eee3	785286df-799f-4c75-b5d3-1358495eb755_0.wav	funny car engine top RPM	funny car engine top RPM
2025-09-05T01:16:49.101Z	en-us	9fac6d46-f4d1-482b-8b23-4042bc372cc9	2595a7c5-cf68-4640-83b2-9ba83866f7c7_0.wav	president or current ruler of mexico	president or current ruler of mexico
2025-08-31T22:11:05.055Z	en-us	2417e389-21da-4e6f-bf20-c376885f3bf8	703897c6-d46b-4462-a2cc-50c8be9c1c08_0.wav	what do you put on angus hamburger patties to make them tender	what do you put on angus hamburger patties to make them tender
2025-09-05T15:39:55.306Z	en-us	37dcc5bd-d33d-4121-8c8d-5020e5454091	cd7e783c-8c7e-4bbc-87da-79e86ef111c0_0.wav	what time do the cardinals play tonight	what time do the cardinals play tonight
2025-09-04T18:51:36.329Z	en-us	44fe4580-5c2e-45c9-a43c-db75a4b23d0b	6803594b-f645-459e-80a4-ee548f2633cc_0.wav	application for united kingdom visa	application for united kingdom visa
2025-09-04T14:44:30.453Z	en-us	acfcc68f-3253-410e-9dcb-9e8e6ca2db04	d84c35e5-f2be-40ba-b569-41a90c9088e0_0.wav	houses for sale in webster new york	houses for sale in webster NY
2025-09-01T22:15:56.84Z	en-us	fe8cff38-8d88-4b11-870c-e00464c9ac78	438b1640-467c-4338-8e27-b4f42fc224c9_0.wav	what does tarry stools mean	what does tarry stools mean
2025-09-04T01:30:06.166Z	en-us	8a57f837-6a50-4830-94ec-995ad8da617e	67ee2dc5-6296-4809-906e-b8aee9ab7bdd_0.wav	pictures of a sterling irish wolfhound	pictures of a sterling irish wolfhound
2025-09-05T19:00:15.131Z	en-us	9796cf86-bdbe-4f99-8561-1a2e052cd80f	4deb6874-bb84-498c-96b0-3e201c33801f_0.wav	how long does it take gum to digest in the human body	how long does it take gum to digest in the human body
2025-08-31T23:56:17.303Z	en-us	67875505-a461-4936-a7ca-ddab779e864a	8eba7e28-b938-43ad-8f51-4cf556d3048d_0.wav	who is scottsbluff national monument named after	who is scottsbluff national monument named after
2025-09-03T19:38:43.368Z	en-us	513aa110-ff48-41ef-9ee7-815ac1aa63e3	c603bf4a-0225-4011-b3fb-91613bb142b8_0.wav	how do child sexual assault victims feel about current events	how do child sexual assault victims feel about current events
2025-09-01T13:23:26.385Z	en-us	e6a3a8dc-d870-4f02-94fc-7f39a8770cb3	f54f4cfb-960f-4e17-b034-89749882157c_0.wav	where was eartha kitt from	where was eartha kitt from
2025-08-31T23:10:27.376Z	en-us	168459a1-8790-4566-88a4-96cf9a40c9bb	41e5eeda-d6c2-4c87-9815-a741b667f934_0.wav	how much protein is in six ounces of tuna	how much protein is in 6 ounces of tuna
2025-09-05T16:44:14.478Z	en-us	cd50e562-a887-4b69-a5c0-bfdad8a428ad	ad566df5-a547-4a5d-be72-ee879a19f3a6_0.wav	name something guests do at a wedding reception	name something guests do at a wedding reception
2025-09-03T18:06:19.646Z	en-us	6c264640-2c21-4443-8243-57c836d00828	a30add76-943c-4fbe-ab5e-0ae80c690e30_0.wav	does anyone make a shampoo and conditioner with oatmeal in it	does anyone make a shampoo and conditioner with oatmeal in it
2025-09-02T17:34:59.738Z	en-us	e7af2e5f-20d6-4d4d-ba88-dff27782e0a9	385820c2-b94f-40c9-a2f3-b86190af6df4_0.wav	hot tub boats on chicago river	hot tub boats on chicago river
2025-09-05T15:58:19.003Z	en-us	31b8b429-fd8a-4e8d-9e44-155774d3d586	ec33e7b0-5906-4e04-a06e-566f7c2b06be_0.wav	why do people put oil in their salsa	why do people put oil in their salsa
2025-09-04T01:57:27.334Z	en-us	5ea97d46-f179-419e-9d76-4c519ece9c55	3b6be52e-285e-41d8-a05d-c3f5cee7437e_0.wav	what is japan 's murder rate	what is japan's murder rate
2025-09-03T00:00:54.536Z	en-us	4b570e3c-b49b-4124-8d50-589e0269f8ba	714b9f97-f341-414a-ad73-7aa18cf8a2c2_0.wav	how is rye whiskey made	how is rye whiskey made
2025-09-01T19:43:06.087Z	en-us	7496e330-9d4b-4a5f-89b2-08e9e8648398	7627e918-eae8-4272-8e83-91c99537dfc5_0.wav	are there veteran laws that help	are there veteran laws that help
2025-09-01T19:44:23.733Z	en-us	b8cc21e3-bf9e-423b-9ae5-7dc96912246a	ee5c1f96-e43e-4389-bdf2-454421dd23a9_0.wav	can a hard credit pull hurt a veteran	can a hard credit pull hurt a veteran
2025-09-02T22:36:13.629Z	en-us	699fcb4c-0ea8-40a8-96ad-c759edf5081c	a2626b7c-b206-4270-b5a3-8fd0838ffd51_0.wav	what TV judge just passed away	what TV judge just passed away
2025-09-05T16:53:01.304Z	en-us	bd7bdb95-4255-4fe4-857b-c78088a01b0d	ef2c34fe-d3be-4815-bcf4-cb1f370bd32f_0.wav	which location do kids spend most of the time	which location do kids spend most of the time
2025-08-31T21:29:03.3Z	en-us	c46c9fd7-a9e7-44f8-bdfe-b9f28cb0b189	20a2a0a6-0730-4823-8ec1-ebf2ad436d0a_0.wav	how much are pork chops	how much are pork chops
2025-09-04T23:22:51.717Z	en-us	ffce1f42-1c84-4462-addf-ee9da12f8552	f8f6916b-ba93-46db-821b-61d00e14d29d_0.wav	free dumping spots or sites in thurston county	free dumping spots or sites in thurston county
2025-09-01T15:39:57.081Z	en-us	4aba21b5-b733-425d-a78e-77c6d0acc4ca	614f75cd-2c70-4162-93ea-1aeb084fa7f6_0.wav	who wrote the name of the rose	who wrote the name of the rose
2025-09-01T20:42:54.744Z	en-us	8c87562b-6754-4feb-a2b8-bc7a18b2e093	48c63734-08a0-4c00-bcdc-4ba25fde54bb_0.wav	president or current ruler of iceland	president or current ruler of iceland
